millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
131250623,24.21,58.16,200.00,27.49,47.50
131280670,24.22,57.69,201.00,27.49,47.50
131310718,24.17,58.43,201.00,27.49,47.52
131340766,24.19,57.76,201.00,27.46,47.38
131370814,24.18,58.20,202.00,27.49,47.35
131400864,24.19,58.27,205.00,27.49,47.34
131430913,24.17,58.25,205.00,27.44,47.45
131460962,24.21,57.51,205.00,27.46,47.36
131491009,24.22,57.74,203.00,27.47,47.39
131521057,24.25,57.76,204.00,27.44,47.34
131551107,24.25,57.35,205.00,27.47,47.36
131581155,24.29,57.42,204.00,27.44,47.37
131611202,24.28,57.67,205.00,27.47,47.39
131641250,24.26,57.42,204.00,27.44,47.33
131671299,24.30,57.24,205.00,27.46,47.32
131701347,24.28,57.61,204.00,27.44,47.34
131731394,24.31,56.94,204.00,27.44,47.16
131761445,24.32,56.83,205.00,27.49,47.22
131791493,24.29,57.46,204.00,27.46,47.26
131821541,24.34,57.46,204.00,27.44,47.19
131851588,24.33,57.27,205.00,27.47,47.25
131881636,24.32,57.31,204.00,27.47,47.20
131911685,24.24,57.91,206.00,27.49,47.38
131941733,24.20,58.08,205.00,27.46,47.36
131971780,24.22,57.63,204.00,27.44,47.28
132001828,24.19,57.82,202.00,27.44,47.27
132031876,24.19,57.59,202.00,27.44,47.33
132061924,24.22,57.51,200.00,27.44,47.29
132091972,24.23,57.31,200.00,27.44,47.27
132122020,24.24,57.21,201.00,27.46,47.31
132152071,24.25,57.67,200.00,27.42,47.21
132182119,24.25,57.25,199.00,27.42,47.33
132212166,24.25,57.62,199.00,27.43,47.28
132242214,24.27,57.59,201.00,27.43,47.27
132272262,24.23,57.69,202.00,27.42,47.24
132302310,24.24,57.45,202.00,27.46,47.33
132332358,24.27,57.34,202.00,27.44,47.29
132362407,24.26,57.52,204.00,27.42,47.29
132392456,24.28,57.49,204.00,27.43,47.28
132422504,24.24,57.68,204.00,27.43,47.32
132452551,24.25,57.46,205.00,27.42,47.12
132482599,24.25,57.74,204.00,27.44,47.25
132512650,24.24,57.50,205.00,27.44,47.37
132542698,24.24,57.43,205.00,27.42,47.34
132572745,24.25,57.71,205.00,27.44,47.28
132602793,24.27,57.41,205.00,27.43,47.26
132632841,24.25,57.71,205.00,27.42,47.33
132662889,24.27,57.49,205.00,27.44,47.35
132692937,24.26,57.04,205.00,27.42,47.25
132722985,24.26,57.24,205.00,27.44,47.19
132753033,24.27,57.24,205.00,27.42,47.22
132783081,24.25,57.42,205.00,27.42,47.14
132813129,24.27,57.25,205.00,27.43,47.26
132843177,24.21,57.77,206.00,27.44,47.29
132873228,24.20,57.85,207.00,27.44,47.25
132903276,24.20,57.22,206.00,27.40,47.21
132933324,24.23,57.40,205.00,27.42,47.18
132963372,24.23,56.95,207.00,27.42,47.15
132993420,24.25,57.36,208.00,27.40,47.25
133023467,24.25,57.29,208.00,27.42,47.11
133053515,24.27,57.18,209.00,27.43,47.16
133083564,24.29,57.45,209.00,27.43,47.17
133113612,24.27,57.70,208.00,27.42,47.28
133143659,24.27,57.08,208.00,27.43,47.21
133173709,24.25,57.32,208.00,27.43,47.18
133203757,24.28,57.27,207.00,27.42,47.15
133233808,24.26,57.36,206.00,27.42,47.20
133263855,24.27,57.44,206.00,27.42,47.16
133293903,24.26,57.25,206.00,27.43,47.18
133323951,24.25,56.91,206.00,27.44,47.20
133353999,24.25,57.32,207.00,27.40,47.22
133384047,24.22,57.68,207.00,27.42,47.21
133414095,24.24,57.51,207.00,27.40,47.28
133444143,24.24,57.49,206.00,27.40,47.24
133474191,24.22,57.33,205.00,27.40,47.19
133504238,24.24,57.68,206.00,27.40,47.27
133534286,24.23,57.56,207.00,27.42,47.24
133564335,24.22,57.65,206.00,27.40,47.27
133594385,24.21,57.33,205.00,27.36,47.22
133624432,24.21,57.61,206.00,27.42,47.32
133654480,24.22,57.42,206.00,27.39,47.20
133684529,24.23,57.41,206.00,27.40,47.25
133714576,24.21,57.30,207.00,27.39,47.19
133744624,24.22,57.08,206.00,27.39,47.22
133774671,24.23,57.40,207.00,27.39,47.19
133804720,24.23,57.25,206.00,27.37,47.18
133834768,24.25,57.46,207.00,27.40,47.19
133864815,24.20,57.49,207.00,27.40,47.17
133894863,24.21,57.22,208.00,27.39,47.19
133924911,24.21,57.06,207.00,27.39,47.18
133954959,24.23,57.21,206.00,27.39,47.07
133985010,24.21,57.50,206.00,27.39,47.11
134015058,24.21,57.24,207.00,27.39,47.06
134045106,24.19,57.73,209.00,27.37,47.12
134075154,24.13,57.82,208.00,27.39,47.17
134105202,24.13,57.37,208.00,27.39,47.13
134135249,24.14,57.37,205.00,27.39,47.12
134165298,24.10,57.48,204.00,27.34,47.13
134195345,24.12,57.49,203.00,27.34,47.20
134225393,24.10,57.64,203.00,27.34,47.22
134255440,24.11,57.55,203.00,27.36,47.14
134285489,24.10,57.59,204.00,27.36,47.19
134315536,24.09,57.57,204.00,27.33,47.21
134345586,24.13,57.06,205.00,27.30,47.06
134375634,24.12,57.56,206.00,27.32,47.15
134405683,24.15,57.22,206.00,27.34,47.15
134435730,24.16,57.27,207.00,27.33,47.08
134465778,24.16,57.27,208.00,27.32,47.17
134495825,24.16,57.33,207.00,27.33,47.22
134525874,24.18,57.25,208.00,27.33,47.08
134555922,24.16,57.14,210.00,27.34,47.09
134585970,24.19,57.07,211.00,27.32,47.15
134616017,24.16,57.42,211.00,27.33,47.13
134646066,24.17,57.09,211.00,27.32,47.18
134676113,24.14,57.42,210.00,27.33,47.17
134706164,24.11,57.27,209.00,27.32,47.18
134736211,24.13,57.16,210.00,27.30,47.10
134766260,24.16,57.10,209.00,27.32,47.14
134796309,24.11,57.56,209.00,27.33,47.23
134826358,24.11,57.60,211.00,27.29,47.14
134856406,24.11,57.41,211.00,27.29,47.07
134886454,24.08,57.57,210.00,27.32,47.14
134916501,24.08,57.56,209.00,27.29,47.05
134946549,24.10,57.37,210.00,27.30,47.15
134976598,24.10,57.11,211.00,27.30,46.99
135006646,24.07,57.58,210.00,27.27,47.14
135036693,24.08,57.41,210.00,27.27,47.02
135066744,24.08,57.57,210.00,27.29,47.10
135096793,24.03,57.75,210.00,27.29,47.11
135126840,23.98,57.80,209.00,27.27,47.09
135156888,24.01,57.56,209.00,27.27,47.12
135186935,24.02,57.47,208.00,27.27,47.11
135216984,24.01,57.59,208.00,27.26,47.06
135247031,24.01,57.61,207.00,27.26,47.15
135277079,24.02,57.59,208.00,27.27,47.14
135307127,24.04,57.26,208.00,27.24,47.08
135337176,24.04,57.81,208.00,27.24,47.17
135367223,24.01,57.41,207.00,27.26,47.09
135397271,24.03,57.45,206.00,27.26,47.13
135427321,23.97,57.90,206.00,27.23,47.11
135457370,23.95,57.78,204.00,27.23,47.22
135487417,23.97,57.38,202.00,27.22,47.12
135517465,23.97,57.59,202.00,27.23,47.21
135547513,23.95,57.56,201.00,27.23,47.24
135577562,23.95,57.45,201.00,27.23,47.18
135607611,23.98,57.49,202.00,27.22,47.27
135637659,23.97,57.62,202.00,27.20,47.13
135667706,23.97,57.86,202.00,27.20,47.22
135697755,23.96,57.57,200.00,27.20,47.23
135727802,23.97,57.57,200.00,27.20,47.22
135757850,23.96,57.95,200.00,27.22,47.26
135787900,23.96,57.71,199.00,27.23,47.22
135817949,23.95,57.56,199.00,27.20,47.29
135847996,23.94,57.91,199.00,27.20,47.22
135878045,23.93,57.96,198.00,27.20,47.28
135908092,23.95,57.50,199.00,27.19,47.23
135938141,23.95,57.53,199.00,27.19,47.23
135968188,23.94,57.82,200.00,27.19,47.19
135998236,23.96,57.51,200.00,27.20,47.23
136028284,23.99,57.89,201.00,27.17,47.25
136058333,24.00,57.29,202.00,27.17,47.21
136088380,24.00,57.20,202.00,27.19,47.18
136118428,24.01,57.39,202.00,27.20,47.22
136148476,24.00,57.62,203.00,27.19,47.19
136178526,24.02,57.46,203.00,27.17,47.26
136208575,24.02,57.67,202.00,27.17,47.30
136238622,23.97,57.82,202.00,27.17,47.32
136268670,23.96,57.38,200.00,27.16,47.16
136298718,23.98,57.25,200.00,27.17,47.09
136328766,24.00,57.22,201.00,27.17,47.20
136358813,24.02,57.53,201.00,27.17,47.20
136388862,24.01,57.75,202.00,27.19,47.27
136418912,24.01,57.45,201.00,27.19,47.18
136448960,23.95,57.44,204.00,27.19,47.25
136479007,23.96,57.69,206.00,27.19,47.23
136509056,23.93,57.73,206.00,27.19,47.27
136539106,23.92,57.76,207.00,27.19,47.27
136569154,23.92,57.59,207.00,27.19,47.26
136599201,23.96,57.61,206.00,27.16,47.32
136629250,23.93,57.98,206.00,27.17,47.33
136659297,23.95,57.84,205.00,27.16,47.33
136689345,23.91,57.96,207.00,27.13,47.30
136719392,23.91,57.91,206.00,27.16,47.39
136749441,23.91,57.62,205.00,27.13,47.35
136779488,23.95,57.26,207.00,27.15,47.28
136809536,23.96,57.42,209.00,27.15,47.26
136839583,23.93,57.72,210.00,27.16,47.35
136869632,23.95,57.57,209.00,27.16,47.25
136899682,23.93,57.27,210.00,27.13,47.24
136929730,23.96,57.69,210.00,27.15,47.34
136959777,23.95,57.63,209.00,27.17,47.30
136989826,23.95,57.81,208.00,27.13,47.33
137019873,23.98,57.65,208.00,27.16,47.27
137049921,23.94,57.76,208.00,27.16,47.33
137079968,23.93,57.53,208.00,27.15,47.23
137110017,23.93,57.65,206.00,27.16,47.32
137140064,23.95,57.46,205.00,27.12,47.23
137170112,23.95,57.63,205.00,27.15,47.26
137200159,23.95,57.60,204.00,27.13,47.22
137230210,23.93,57.59,204.00,27.16,47.29
137260261,23.93,57.48,204.00,27.15,47.32
137290308,23.94,57.66,203.00,27.15,47.32
137320357,23.95,57.34,204.00,27.12,47.24
137350405,23.95,57.38,206.00,27.13,47.18
137380453,23.97,57.14,207.00,27.13,47.17
137410500,23.99,57.11,207.00,27.13,47.23
137440548,24.00,57.22,206.00,27.13,47.18
137470596,24.00,57.20,207.00,27.13,47.24
137500644,24.00,57.32,209.00,27.15,47.25
137530692,24.02,57.45,207.00,27.13,47.17
137560740,24.02,57.22,206.00,27.17,47.18
137590788,24.02,57.43,208.00,27.15,47.20
137620839,24.03,57.52,209.00,27.16,47.13
137650886,24.03,57.20,210.00,27.13,47.21
137680934,24.00,57.56,210.00,27.17,47.20
137710982,24.00,57.40,210.00,27.13,47.21
137741030,24.00,56.92,209.00,27.13,47.25
137771077,23.97,57.33,208.00,27.15,47.22
137801126,23.96,57.18,208.00,27.15,47.15
137831174,23.97,57.25,208.00,27.12,47.19
137861222,23.93,57.24,207.00,27.15,47.15
137891269,23.94,57.42,205.00,27.16,47.16
137921317,23.92,57.47,206.00,27.13,47.17
137951365,23.92,57.54,207.00,27.13,47.22
137981413,23.89,57.49,204.00,27.12,47.24
138011463,23.88,57.60,205.00,27.13,47.30
138041513,23.86,57.79,205.00,27.13,47.19
138071562,23.87,57.33,203.00,27.10,47.32
138101610,23.86,57.87,203.00,27.12,47.29
138131657,23.89,57.35,203.00,27.10,47.20
138161705,23.91,57.58,201.00,27.12,47.13
138191753,23.89,57.41,202.00,27.10,47.22
138221801,23.91,57.37,203.00,27.07,47.09
138251848,23.89,57.54,202.00,27.09,47.25
138281897,23.89,57.70,203.00,27.09,47.27
138311945,23.89,57.48,205.00,27.09,47.24
138341993,23.90,57.51,206.00,27.06,47.21
138372043,23.89,57.54,207.00,27.09,47.20
138402092,23.89,57.54,206.00,27.07,47.33
138432139,23.85,57.75,208.00,27.07,47.22
138462187,23.88,57.53,208.00,27.09,47.25
138492234,23.86,57.84,206.00,27.07,47.29
138522283,23.85,57.54,205.00,27.06,47.26
138552330,23.85,57.36,205.00,27.06,47.11
138582378,23.86,57.30,205.00,27.06,47.15
138612425,23.83,57.41,207.00,27.06,47.22
138642475,23.83,57.50,207.00,27.05,47.16
138672522,23.83,57.55,207.00,27.05,47.32
138702570,23.80,57.58,208.00,27.05,47.16
138732620,23.80,57.79,206.00,27.03,47.24
138762669,23.81,57.73,205.00,27.03,47.19
138792716,23.80,57.95,204.00,27.03,47.34
138822764,23.78,57.79,203.00,27.03,47.22
138852813,23.79,57.36,204.00,27.03,47.26
138882862,23.81,57.57,202.00,27.01,47.33
138912910,23.81,57.79,203.00,27.01,47.31
138942957,23.77,58.06,204.00,27.02,47.37
138973005,23.75,57.62,205.00,27.02,47.36
139003053,23.75,57.85,205.00,27.02,47.35
139033101,23.74,57.68,205.00,27.02,47.29
139063149,23.75,57.94,205.00,26.99,47.27
139093199,23.74,57.97,205.00,26.98,47.29
139123248,23.75,57.81,205.00,26.99,47.38
139153296,23.80,57.89,206.00,27.01,47.26
139183343,23.80,57.61,206.00,27.01,47.30
139213391,23.81,57.70,207.00,27.01,47.24
139243439,23.86,57.51,208.00,27.01,47.36
139273487,23.85,57.72,208.00,27.01,47.39
139303534,23.86,57.61,208.00,27.01,47.39
139333583,23.79,57.59,209.00,27.01,47.42
139363631,23.82,57.73,207.00,26.99,47.31
139393679,23.84,57.71,206.00,26.99,47.33
139423726,23.86,57.48,206.00,27.01,47.36
139453777,23.86,57.68,207.00,27.01,47.39
139483825,23.88,57.66,207.00,27.02,47.28
139513873,23.89,57.18,207.00,26.99,47.26
139543920,23.88,57.42,210.00,27.02,47.34
139573968,23.89,57.53,210.00,26.99,47.26
139604016,23.89,57.32,209.00,27.01,47.30
139634064,23.89,57.60,208.00,27.03,47.35
139664113,23.89,57.13,209.00,27.02,47.30
139694161,23.88,57.61,209.00,27.02,47.31
139724209,23.89,57.61,209.00,27.03,47.30
139754257,23.87,57.04,209.00,27.03,47.23
139784304,23.89,57.36,207.00,27.05,47.22
139814352,23.90,57.47,206.00,27.01,47.23
139844403,23.87,57.07,206.00,27.02,47.18
139874451,23.85,57.60,205.00,27.03,47.27
139904498,23.84,57.45,206.00,27.02,47.17
139934546,23.81,57.79,205.00,27.01,47.31
139964594,23.82,57.53,204.00,27.02,47.20
139994642,23.82,57.79,204.00,27.03,47.19
140024689,23.83,57.07,204.00,27.01,47.22
140054737,23.84,57.21,204.00,27.02,47.17
140084786,23.87,57.36,204.00,27.02,47.20
140114833,23.85,57.61,205.00,27.02,47.31
140144881,23.83,57.87,205.00,27.02,47.37
140174928,23.81,57.34,205.00,27.02,47.30
140204980,23.81,57.84,205.00,27.01,47.32
140235027,23.81,57.79,203.00,27.01,47.23
140265075,23.79,57.74,205.00,26.98,47.34
140295122,23.80,57.22,207.00,27.01,47.26
140325171,23.82,57.70,206.00,27.01,47.26
140355218,23.81,57.73,206.00,27.02,47.30
140385266,23.84,57.70,206.00,27.01,47.27
140415314,23.83,57.75,206.00,27.02,47.33
140445363,23.81,57.73,206.00,27.02,47.37
140475412,23.83,57.26,204.00,27.01,47.30
140505460,23.84,57.65,205.00,26.99,47.25
140535508,23.85,57.76,206.00,27.01,47.23
140565559,23.84,57.41,209.00,26.99,47.27
140595607,23.84,57.55,211.00,27.01,47.23
140625655,23.83,57.78,211.00,27.01,47.29
140655703,23.81,57.89,210.00,27.01,47.29
140685751,23.80,57.56,210.00,27.01,47.24
140715798,23.81,57.70,208.00,27.01,47.36
140745846,23.85,57.17,207.00,26.99,47.34
140775894,23.80,57.81,208.00,27.01,47.34
140805942,23.80,57.42,209.00,27.01,47.22
140835990,23.79,57.37,210.00,27.01,47.14
140866038,23.80,57.67,210.00,27.02,47.23
140896086,23.77,57.62,212.00,27.01,47.24
140926137,23.80,57.30,209.00,27.02,47.28
140956184,23.70,58.11,208.00,26.99,47.34
140986232,23.68,57.92,206.00,26.98,47.35
141016280,23.70,57.47,205.00,26.99,47.20
141046328,23.70,57.71,206.00,26.96,47.36
141076376,23.71,57.93,207.00,26.98,47.33
141106424,23.73,57.62,206.00,26.96,47.26
141136473,23.73,57.68,207.00,26.95,47.38
141166520,23.74,57.83,207.00,26.95,47.28
141196568,23.73,57.84,207.00,26.95,47.36
141226615,23.72,57.70,207.00,26.95,47.32
141256664,23.75,57.81,208.00,26.94,47.31
141286716,23.77,57.42,210.00,26.96,47.29
141316764,23.70,58.02,212.00,26.96,47.40
141346811,23.73,57.79,212.00,26.95,47.40
141376860,23.73,57.94,213.00,26.98,47.40
141406907,23.75,57.64,213.00,26.95,47.39
141436956,23.74,57.95,213.00,26.95,47.39
141467003,23.76,57.22,214.00,26.94,47.35
141497052,23.74,57.75,215.00,26.95,47.34
141527099,23.75,57.57,216.00,26.95,47.28
141557147,23.78,57.78,217.00,26.95,47.43
141587194,23.77,57.52,216.00,26.96,47.34
141617243,23.79,57.60,217.00,26.92,47.32
141647291,23.79,57.76,216.00,26.96,47.38
141677341,23.80,57.61,214.00,26.94,47.38
141707389,23.80,57.64,214.00,26.95,47.34
141737438,23.79,57.55,212.00,26.94,47.44
141767485,23.79,57.66,211.00,26.95,47.35
141797533,23.78,57.53,211.00,26.95,47.38
141827580,23.80,57.65,211.00,26.95,47.40
141857629,23.72,58.07,212.00,26.92,47.40
141887676,23.66,58.10,211.00,26.92,47.48
141917725,23.69,57.78,213.00,26.94,47.35
141947772,23.62,58.23,212.00,26.94,47.42
141977821,23.58,58.11,211.00,26.91,47.38
142007868,23.59,58.30,211.00,26.89,47.43
142037919,23.62,58.03,209.00,26.92,47.36
142067968,23.64,58.13,209.00,26.91,47.34
142098017,23.64,57.46,209.00,26.88,47.38
142128065,23.68,58.14,210.00,26.89,47.40
142158113,23.66,57.89,211.00,26.91,47.42
142188161,23.65,57.86,211.00,26.89,47.42
142218209,23.66,57.89,211.00,26.91,47.39
142248256,23.65,58.10,211.00,26.86,47.54
142278304,23.66,57.58,211.00,26.91,47.43
142308353,23.66,57.86,211.00,26.88,47.51
142338401,23.68,57.95,208.00,26.91,47.51
142368449,23.69,58.19,208.00,26.89,47.51
142398499,23.70,57.72,207.00,26.88,47.47
142428548,23.68,58.17,207.00,26.88,47.50
142458596,23.66,58.14,206.00,26.88,47.50
142488643,23.65,58.06,205.00,26.86,47.57
142518691,23.63,58.15,205.00,26.88,47.54
142548739,23.65,57.99,207.00,26.89,47.51
142578787,23.65,58.08,207.00,26.86,47.47
142608834,23.66,58.14,206.00,26.85,47.52
142638882,23.65,57.97,208.00,26.88,47.51
142668930,23.66,57.92,207.00,26.86,47.57
142698978,23.68,57.78,207.00,26.85,47.49
142729025,23.65,57.91,208.00,26.85,47.44
142759076,23.69,57.80,207.00,26.88,47.47
142789124,23.71,57.62,205.00,26.86,47.54
142819172,23.71,57.95,206.00,26.86,47.50
142849219,23.71,57.94,207.00,26.86,47.47
142879267,23.74,57.67,205.00,26.88,47.47
142909317,23.74,57.58,206.00,26.86,47.43
142939366,23.71,57.94,207.00,26.88,47.50
142969414,23.73,57.54,208.00,26.86,47.51
142999461,23.75,57.82,209.00,26.88,47.47
143029510,23.75,57.66,210.00,26.88,47.46
143059557,23.76,57.74,210.00,26.89,47.53
143089605,23.75,57.90,210.00,26.89,47.52
143119654,23.76,57.40,210.00,26.88,47.49
143149703,23.78,57.29,208.00,26.89,47.43
143179751,23.77,57.13,209.00,26.88,47.46
143209799,23.73,57.92,210.00,26.89,47.52
143239846,23.73,57.72,209.00,26.91,47.49
143269895,23.74,57.58,209.00,26.88,47.40
143299942,23.73,57.75,209.00,26.88,47.52
143329990,23.72,58.08,211.00,26.91,47.55
143360038,23.71,57.78,211.00,26.89,47.50
143390087,23.68,57.69,210.00,26.89,47.52
143420134,23.64,58.43,210.00,26.88,47.40
143450182,23.63,57.78,209.00,26.89,47.53
143480232,23.63,58.01,207.00,26.88,47.52
143510281,23.65,57.77,205.00,26.88,47.52
143540328,23.64,57.86,205.00,26.89,47.57
143570376,23.68,57.87,206.00,26.89,47.51
143600423,23.68,58.02,207.00,26.86,47.51
143630472,23.69,57.57,206.00,26.88,47.43
143660520,23.69,57.59,208.00,26.88,47.49
143690568,23.68,57.92,208.00,26.86,47.48
143720617,23.68,58.15,208.00,26.88,47.46
143750666,23.69,57.88,206.00,26.86,47.63
143780714,23.69,57.79,205.00,26.86,47.61
143810762,23.71,57.71,204.00,26.86,47.52
143840811,23.69,57.93,204.00,26.86,47.60
143870861,23.69,57.88,204.00,26.86,47.54
143900909,23.69,57.63,204.00,26.85,47.58
143930956,23.67,57.94,203.00,26.85,47.64
143961005,23.67,58.16,203.00,26.85,47.70
143991052,23.66,58.10,202.00,26.85,47.70
144021100,23.69,58.09,203.00,26.86,47.65
144051147,23.69,58.02,202.00,26.84,47.68
144081196,23.67,58.09,201.00,26.88,47.59
144111243,23.68,58.06,201.00,26.85,47.65
144141292,23.65,58.27,202.00,26.85,47.67
144171339,23.66,58.22,203.00,26.85,47.70
144201388,23.63,58.19,202.00,26.85,47.71
144231438,23.64,58.13,200.00,26.82,47.65
144261486,23.61,58.31,200.00,26.86,47.63
144291533,23.61,58.15,199.00,26.85,47.78
144321582,23.58,58.36,199.00,26.82,47.54
144351629,23.53,58.16,199.00,26.82,47.79
144381677,23.53,58.52,199.00,26.82,47.74
144411725,23.51,58.66,200.00,26.85,47.83
144441774,23.53,58.35,201.00,26.84,47.74
144471821,23.55,58.49,200.00,26.84,47.76
144501869,23.55,58.07,200.00,26.81,47.71
144531918,23.56,58.49,199.00,26.82,47.66
144561967,23.60,58.43,200.00,26.81,47.73
144592017,23.61,58.27,201.00,26.81,47.69
144622065,23.62,58.08,201.00,26.82,47.76
144652113,23.62,57.96,200.00,26.81,47.71
144682162,23.64,57.96,200.00,26.79,47.67
144712209,23.62,58.34,201.00,26.82,47.87
144742257,23.62,58.35,202.00,26.82,47.82
144772304,23.64,57.94,203.00,26.81,47.80
144802353,23.61,58.44,202.00,26.79,47.78
144832401,23.62,58.31,202.00,26.79,47.89
144862449,23.62,58.24,200.00,26.81,47.87
144892496,23.63,58.31,200.00,26.81,47.84
144922545,23.67,58.08,202.00,26.79,47.83
144952595,23.67,57.95,202.00,26.81,47.80
144982643,23.66,57.95,202.00,26.84,47.78
145012691,23.66,58.27,201.00,26.82,47.78
145042739,23.64,58.21,201.00,26.79,47.72
145072787,23.64,58.04,202.00,26.79,47.93
145102834,23.63,58.08,200.00,26.79,47.78
145132882,23.64,58.18,199.00,26.82,47.81
145162931,23.64,58.29,197.00,26.82,47.80
145192979,23.62,58.04,199.00,26.79,47.75
145223026,23.65,58.26,199.00,26.81,47.83
145253074,23.65,58.09,198.00,26.81,47.75
145283122,23.65,58.19,200.00,26.82,47.75
145313173,23.63,58.22,201.00,26.81,47.76
145343222,23.61,58.24,202.00,26.82,47.85
145373271,23.61,58.62,202.00,26.79,47.90
145403318,23.60,58.29,203.00,26.81,47.87
145433366,23.59,58.41,202.00,26.79,47.81
145463413,23.58,58.33,202.00,26.79,47.88
145493462,23.59,58.12,200.00,26.79,47.77
145523509,23.60,57.93,200.00,26.81,47.82
145553557,23.60,58.44,200.00,26.79,47.80
145583604,23.60,58.24,200.00,26.79,47.74
145613652,23.61,58.45,199.00,26.78,47.76
145643700,23.58,58.45,199.00,26.81,47.73
145673748,23.59,58.33,198.00,26.78,47.84
145703798,23.57,58.50,199.00,26.78,47.87
145733847,23.54,58.59,200.00,26.77,47.84
145763894,23.49,58.96,201.00,26.77,48.02
145793942,23.48,58.11,202.00,26.78,47.81
145823989,23.50,58.38,202.00,26.78,47.94
145854038,23.48,58.64,201.00,26.79,47.95
145884085,23.47,58.62,200.00,26.75,48.02
145914133,23.47,58.48,199.00,26.74,47.92
145944180,23.46,58.57,200.00,26.75,47.99
145974228,23.48,58.46,200.00,26.75,47.98
146004277,23.48,58.48,199.00,26.75,47.91
146034325,23.46,59.06,201.00,26.74,47.97
146064375,23.44,58.73,203.00,26.74,48.10
146094423,23.42,58.72,203.00,26.74,48.01
146124471,23.44,58.65,203.00,26.71,48.00
146154521,23.45,58.72,203.00,26.71,48.09
146184569,23.46,58.78,202.00,26.72,48.09
146214617,23.48,58.95,204.00,26.68,48.09
146244665,23.47,58.87,202.00,26.71,48.10
146274712,23.49,58.74,201.00,26.71,48.13
146304760,23.48,58.44,203.00,26.69,48.15
146334809,23.49,58.31,204.00,26.69,48.06
146364857,23.48,58.87,206.00,26.69,48.00
146394904,23.45,58.93,207.00,26.69,48.15
146424955,23.42,59.01,208.00,26.71,48.10
146455003,23.45,58.72,207.00,26.71,48.07
146485051,23.47,58.78,207.00,26.72,47.95
146515098,23.48,58.13,208.00,26.68,47.98
146545146,23.49,58.60,209.00,26.69,48.10
146575195,23.46,58.98,208.00,26.69,48.07
146605243,23.48,58.52,209.00,26.69,48.01
146635290,23.41,59.10,209.00,26.69,48.18
146665338,23.42,58.62,207.00,26.67,48.00
146695386,23.43,58.62,207.00,26.68,48.13
146725434,23.43,59.10,206.00,26.67,48.13
146755482,23.43,58.81,207.00,26.65,48.07
146785532,23.41,58.87,206.00,26.67,48.15
146815580,23.45,58.58,207.00,26.71,48.10
146845628,23.45,58.15,207.00,26.67,47.98
146875676,23.49,58.49,208.00,26.69,47.94
146905724,23.50,58.74,209.00,26.65,47.99
146935772,23.46,58.89,208.00,26.71,48.18
146965822,23.48,58.64,207.00,26.67,48.03
146995869,23.49,58.52,206.00,26.67,48.09
147025917,23.49,58.70,206.00,26.67,48.14
147055966,23.50,58.71,206.00,26.67,48.15
147086014,23.48,58.82,208.00,26.68,48.13
147116061,23.48,58.71,209.00,26.69,48.15
147146113,23.49,58.57,210.00,26.68,48.14
147176160,23.48,58.27,210.00,26.68,48.00
147206208,23.49,58.47,210.00,26.67,48.13
147236255,23.48,58.68,211.00,26.68,48.10
147266304,23.48,58.73,210.00,26.68,48.11
147296351,23.49,58.33,209.00,26.68,48.10
147326399,23.48,58.74,211.00,26.68,48.17
147356447,23.48,58.62,211.00,26.68,48.15
147386494,23.47,58.45,212.00,26.65,48.21
147416544,23.47,58.65,212.00,26.67,48.15
147446591,23.48,58.58,211.00,26.67,48.10
147476639,23.45,58.64,212.00,26.67,48.23
147506686,23.45,58.89,212.00,26.67,48.21
147536738,23.41,58.96,211.00,26.68,48.25
147566785,23.43,58.79,210.00,26.65,48.12
147596833,23.42,58.75,211.00,26.65,48.17
147626881,23.42,58.90,212.00,26.67,48.15
147656929,23.44,59.01,211.00,26.68,48.21
147686977,23.42,58.66,210.00,26.65,48.12
147717025,23.42,58.85,210.00,26.65,48.25
147747073,23.41,58.91,209.00,26.65,48.35
147777123,23.41,58.79,207.00,26.62,48.30
147807170,23.41,58.67,206.00,26.62,48.26
147837218,23.41,58.96,207.00,26.64,48.29
147867267,23.41,58.75,208.00,26.65,48.29
147897317,23.45,59.07,209.00,26.61,48.25
147927365,23.46,58.69,209.00,26.64,48.20
147957413,23.49,58.78,207.00,26.65,48.31
147987461,23.47,58.49,208.00,26.64,48.11
148017509,23.48,58.39,207.00,26.64,48.17
148047556,23.49,58.58,207.00,26.62,48.29
148077604,23.48,58.66,206.00,26.62,48.29
148107653,23.51,58.60,205.00,26.64,48.22
148137701,23.50,58.75,205.00,26.62,48.13
148167748,23.50,58.61,204.00,26.64,48.12
148197796,23.53,58.59,206.00,26.65,48.11
148227844,23.55,58.35,206.00,26.65,48.22
148257895,23.57,58.48,208.00,26.68,48.15
148287943,23.58,58.53,210.00,26.68,48.16
148317990,23.55,58.41,211.00,26.65,48.14
148348039,23.60,58.44,211.00,26.68,48.15
148378086,23.57,58.52,210.00,26.67,48.23
148408134,23.59,58.60,210.00,26.67,48.17
148438181,23.58,58.43,209.00,26.69,48.20
148468230,23.56,58.36,208.00,26.71,48.09
148498277,23.58,58.30,209.00,26.69,48.21
148528325,23.58,58.47,209.00,26.67,48.15
148558372,23.58,58.62,209.00,26.69,48.19
148588423,23.57,57.99,208.00,26.71,48.18
148618480,23.55,58.51,210.00,26.71,48.24
148648528,23.57,58.64,211.00,26.72,48.21
148678576,23.58,58.62,212.00,26.72,48.18
