millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
611,25.81,52.66,0.00,0.00,0.00
30671,25.88,51.91,320.00,26.00,49.33
millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
84,25.73,50.68,327.00,27.32,45.56
millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
84,25.72,50.65,327.00,27.29,45.47
30139,25.71,51.64,326.00,27.37,45.48
60184,25.74,50.87,326.00,27.44,45.14
90230,25.76,51.49,328.00,27.52,45.26
120274,25.77,51.52,330.00,27.53,45.13
150321,25.79,51.69,334.00,27.61,45.21
180365,25.76,51.72,339.00,27.64,45.15
210413,25.75,51.56,344.00,27.70,45.07
240458,25.76,51.28,346.00,27.73,44.83
270504,25.76,51.51,347.00,27.74,45.00
300550,25.79,51.56,350.00,27.77,44.86
330595,25.79,51.19,354.00,27.81,44.65
360640,25.80,51.33,355.00,27.82,44.62
millis,T_SHT40,RH_SHT40,CO2_SCD30,T_SCD30,RH_SCD30
631,26.17,51.18,0.00,27.49,45.51
30685,26.23,50.05,365.00,27.57,45.14
60730,26.14,49.56,364.00,27.73,44.39
90775,26.06,50.44,362.00,27.82,44.40
120821,25.98,50.15,360.00,27.89,44.16
150865,25.95,50.05,355.00,27.92,43.90
180915,25.89,51.22,348.00,27.94,44.37
210959,25.85,50.81,351.00,27.95,44.17
241005,25.81,50.86,349.00,27.98,43.94
271050,25.75,50.96,345.00,27.95,43.81
301095,25.67,50.62,340.00,27.96,43.64
331141,25.61,50.57,332.00,28.00,43.46
361187,25.60,50.82,320.00,27.96,43.46
391232,25.56,51.05,316.00,27.96,43.61
421277,25.55,51.12,319.00,28.00,43.69
451322,25.55,51.21,323.00,28.00,43.65
481369,25.51,51.32,329.00,28.01,43.75
511413,25.50,51.37,334.00,28.01,43.62
541459,25.48,51.22,337.00,28.01,43.52
571507,25.48,51.13,336.00,28.01,43.47
601552,25.50,50.47,330.00,28.01,43.10
631599,25.49,50.82,323.00,28.02,43.06
661644,25.50,50.34,296.00,27.98,42.90
691689,25.49,50.54,294.00,28.00,42.88
721734,25.51,50.54,295.00,27.98,42.97
751779,25.51,50.36,296.00,27.98,42.98
781825,25.50,50.35,293.00,27.98,42.99
811873,25.51,50.50,291.00,27.96,43.11
841918,25.56,50.35,290.00,27.96,42.99
871963,25.54,50.47,288.00,27.96,42.99
902008,25.53,50.50,288.00,27.96,43.10
932055,25.56,50.28,289.00,27.98,42.93
962102,25.54,50.01,290.00,27.98,42.95
992148,25.56,50.26,288.00,27.96,42.93
1022192,25.56,49.41,286.00,27.98,42.52
1052238,25.57,49.74,284.00,27.98,42.76
1082284,25.54,49.93,281.00,27.98,42.68
1112330,25.50,50.05,280.00,27.96,42.69
1142375,25.45,49.80,279.00,27.98,42.18
1172420,25.46,49.65,275.00,28.00,42.26
1202465,25.48,49.65,273.00,27.98,42.30
1232512,25.45,49.62,270.00,27.98,42.30
1262557,25.43,49.54,269.00,27.98,42.25
1292602,25.42,49.58,267.00,27.98,42.16
1322647,25.42,49.65,264.00,27.96,42.03
1352695,25.43,49.63,263.00,27.96,41.97
1382740,25.49,48.55,260.00,27.96,41.32
1412787,25.49,48.43,258.00,27.96,41.57
1442832,25.49,48.25,252.00,27.96,41.44
1472878,25.46,48.37,249.00,27.95,41.31
1502924,25.46,48.76,246.00,27.95,41.40
1532969,25.46,48.69,244.00,27.95,41.45
1563016,25.43,49.29,245.00,27.92,41.76
1593060,25.41,49.15,246.00,27.95,42.03
1623109,25.41,49.18,249.00,27.96,41.96
1653154,25.41,48.58,252.00,27.96,41.66
1683200,25.44,48.83,253.00,27.94,41.50
1713245,25.47,48.60,254.00,27.95,41.37
1743293,25.45,48.34,253.00,27.92,41.34
1773338,25.48,49.21,253.00,27.94,41.46
1803384,25.48,48.73,253.00,27.95,41.53
1833430,25.47,48.79,252.00,27.92,41.55
1863476,25.51,48.58,253.00,27.95,41.41
1893521,25.53,47.74,253.00,27.94,41.28
1923566,25.54,47.83,254.00,27.92,40.89
1953611,25.55,48.05,254.00,27.91,40.96
1983657,25.52,47.50,255.00,27.92,40.81
2013703,25.51,48.04,257.00,27.91,40.90
2043749,25.50,47.55,259.00,27.92,40.80
2073793,25.50,47.63,262.00,27.91,40.74
2103839,25.50,47.55,267.00,27.88,40.53
2133886,25.51,47.10,272.00,27.94,40.59
2163933,25.45,47.05,275.00,27.91,40.31
2193978,25.49,47.09,279.00,27.91,40.28
2224023,25.47,47.04,277.00,27.88,40.40
2254068,25.46,47.36,275.00,27.88,40.36
2284113,25.43,47.12,274.00,27.91,40.34
2314160,25.41,47.61,274.00,27.89,40.34
2344205,25.41,47.62,274.00,27.91,40.45
2374250,25.44,47.69,276.00,27.89,40.49
2404295,25.46,47.82,279.00,27.89,40.61
2434343,25.40,47.24,279.00,27.89,40.53
2464389,25.38,47.58,281.00,27.89,40.39
2494434,25.39,47.78,282.00,27.92,40.57
2524482,25.37,47.96,283.00,27.91,40.60
2554527,25.40,47.96,285.00,27.89,40.66
2584572,25.41,47.97,287.00,27.89,40.87
2614619,25.42,48.59,289.00,27.91,40.78
2644663,25.44,48.20,292.00,27.91,40.93
2674709,25.40,48.07,293.00,27.91,40.93
2704754,25.41,48.30,296.00,27.91,40.96
2734799,25.40,48.21,298.00,27.91,40.96
2764845,25.38,48.14,300.00,27.92,40.99
2794891,25.38,48.63,302.00,27.92,41.03
2824935,25.38,48.51,304.00,27.92,40.98
2854981,25.40,48.51,305.00,27.89,41.00
2885028,25.38,48.25,305.00,27.91,40.93
2915075,25.38,48.20,306.00,27.91,40.91
2945121,25.36,48.23,304.00,27.91,40.85
2975166,25.34,48.26,301.00,27.89,40.83
3005212,25.35,48.50,300.00,27.91,40.91
3035256,25.34,48.05,298.00,27.91,40.76
3065303,25.30,48.18,296.00,27.88,40.75
3095348,25.32,48.42,292.00,27.91,40.74
3125394,25.32,48.26,289.00,27.89,40.82
3155439,25.33,48.74,290.00,27.91,40.90
3185484,25.33,48.72,291.00,27.89,41.05
3215529,25.29,48.39,293.00,27.88,40.95
3245578,25.32,48.51,293.00,27.88,40.86
3275626,25.35,48.55,292.00,27.89,40.86
3305671,25.36,48.36,291.00,27.89,40.99
3335717,25.41,48.40,290.00,27.88,41.05
3365763,25.41,48.41,291.00,27.91,40.95
3395809,25.38,48.71,291.00,27.92,41.36
3425854,25.36,49.95,294.00,27.92,41.72
3455899,25.38,49.92,305.00,27.94,41.82
3485944,25.41,49.88,335.00,27.95,41.91
3515991,25.44,49.96,348.00,27.95,41.96
3546036,25.43,50.04,364.00,27.94,42.10
3576081,25.45,49.84,371.00,27.96,42.09
3606126,25.46,49.55,371.00,27.96,41.86
3636172,25.47,49.16,367.00,27.98,41.99
3666220,25.49,49.25,362.00,27.98,42.00
3696266,25.53,49.42,358.00,27.98,41.85
3726311,25.52,49.53,352.00,28.00,41.99
3756357,25.53,50.08,347.00,28.01,42.20
3786402,25.56,50.03,346.00,28.00,42.34
3816448,25.57,49.94,344.00,28.01,42.32
3846493,25.60,49.99,344.00,28.02,42.22
3876539,25.61,50.08,342.00,28.02,42.27
3906584,25.60,49.61,344.00,28.02,42.31
3936629,25.60,49.46,344.00,28.05,42.02
3966674,25.61,49.46,342.00,28.02,42.10
3996721,25.60,50.72,338.00,28.05,42.19
4026766,25.61,50.05,336.00,28.05,42.40
4056816,25.62,49.47,336.00,28.04,42.24
4086861,25.65,49.73,336.00,28.05,42.15
4116907,25.67,49.96,336.00,28.07,42.21
4146953,25.65,50.38,336.00,28.07,42.39
4176998,25.66,50.28,336.00,28.02,42.49
4207044,25.65,49.69,338.00,28.05,42.31
4237089,25.65,49.91,336.00,28.07,42.23
4267134,25.65,49.85,335.00,28.05,42.36
4297180,25.64,50.15,337.00,28.08,42.53
4327226,25.64,50.24,339.00,28.07,42.55
4357271,25.60,50.48,336.00,28.07,42.72
4387316,25.60,50.51,342.00,28.08,42.65
4417361,25.62,50.21,350.00,28.05,42.57
4447411,25.63,50.43,347.00,28.05,42.45
4477455,25.62,50.37,343.00,28.08,42.53
4507501,25.62,49.89,343.00,28.05,42.35
4537546,25.61,50.22,337.00,28.08,42.41
4567592,25.60,50.50,330.00,28.04,42.53
4597638,25.61,50.55,326.00,28.05,42.70
4627683,25.56,50.95,325.00,28.05,42.74
4657728,25.55,51.11,322.00,28.07,42.85
4687774,25.57,51.23,318.00,28.04,42.99
4717819,25.54,51.57,313.00,28.07,43.05
4747866,25.56,51.11,312.00,28.07,43.11
4777911,25.57,51.16,311.00,28.04,42.99
4807959,25.56,50.76,312.00,28.07,42.95
4838004,25.56,51.39,315.00,28.04,43.07
4868051,25.54,52.43,311.00,28.05,43.34
4898098,25.54,52.27,313.00,28.05,43.55
4928143,25.56,51.73,320.00,28.07,43.54
4958189,25.58,51.17,365.00,28.07,43.30
4988233,25.54,50.79,361.00,28.05,43.11
5018279,25.53,50.98,336.00,28.02,43.10
5048325,25.53,50.90,316.00,28.07,43.11
5078371,25.54,50.95,305.00,28.00,43.17
5108416,25.54,51.05,301.00,28.05,43.19
5138461,25.53,51.36,293.00,28.02,43.29
5168506,25.53,51.53,287.00,28.04,43.41
5198556,25.49,51.64,285.00,28.05,43.48
5228600,25.49,51.74,286.00,28.04,43.52
5258646,25.47,51.61,284.00,28.01,43.58
5288691,25.48,52.46,282.00,28.04,43.63
5318736,25.47,52.90,280.00,28.02,43.66
5348783,25.49,52.77,282.00,28.04,43.98
5378827,25.53,52.57,287.00,28.04,43.73
5408873,25.48,53.05,288.00,28.02,43.73
5438918,25.46,52.97,285.00,28.02,43.77
5468963,25.48,52.25,286.00,28.01,43.82
5499009,25.47,52.75,304.00,28.04,44.01
5529055,25.45,52.26,318.00,28.04,43.87
5559099,25.44,52.19,305.00,28.08,43.92
5589148,25.43,52.17,290.00,28.04,43.91
5619193,25.44,52.65,281.00,28.04,43.96
5649239,25.43,52.74,271.00,28.05,44.02
5679286,25.42,52.66,268.00,28.04,44.11
5709337,25.42,53.37,265.00,28.04,44.13
5739382,25.44,53.25,264.00,28.01,44.11
5769428,25.47,52.49,271.00,28.04,44.18
5799473,25.46,53.14,279.00,28.02,44.09
5829519,25.46,53.14,276.00,28.02,44.15
5859564,25.48,53.96,276.00,28.04,44.27
5889609,25.48,53.63,284.00,28.01,44.27
5919654,25.47,52.51,292.00,28.02,44.25
5949701,25.46,53.57,292.00,28.00,44.20
5979748,25.48,53.58,290.00,28.00,44.22
6009794,25.43,52.68,287.00,28.01,44.21
6039839,25.42,53.11,283.00,28.01,44.31
6069884,25.38,53.06,280.00,28.00,44.31
6099930,25.40,53.25,277.00,28.01,44.38
6129976,25.38,52.95,284.00,28.01,44.31
6160021,25.37,53.66,282.00,27.98,44.24
6190067,25.40,53.24,276.00,28.00,44.29
6220115,25.40,53.67,275.00,28.00,44.64
6250161,25.41,53.88,328.00,27.98,44.51
6280207,25.40,53.23,337.00,27.96,44.60
6310252,25.38,53.94,332.00,27.98,44.40
6340297,25.40,53.45,318.00,27.98,44.35
6370345,25.43,53.12,298.00,27.96,44.55
6400392,25.44,52.72,298.00,27.98,44.55
6430437,25.45,52.21,304.00,27.96,44.36
6460482,25.45,53.34,297.00,27.98,44.26
6490529,25.45,53.99,285.00,27.98,44.34
6520576,25.46,53.13,272.00,27.95,44.53
6550621,25.42,53.28,267.00,28.00,44.54
6580667,25.40,53.62,267.00,27.96,44.59
6610712,25.42,53.88,268.00,27.95,44.69
6640758,25.39,52.41,284.00,27.96,44.49
6670802,25.37,53.26,279.00,27.95,44.42
6700849,25.34,52.99,272.00,27.96,44.41
6730897,25.32,52.83,272.00,27.96,44.28
6760942,25.35,52.95,267.00,27.95,44.31
6790987,25.33,53.97,261.00,27.92,44.38
6821033,25.31,53.13,265.00,27.96,44.53
6851079,25.32,54.18,268.00,27.95,44.49
6881124,25.33,53.63,271.00,27.95,44.45
6911169,25.37,53.73,268.00,27.98,44.58
6941215,25.35,53.77,274.00,27.96,44.71
6971260,25.34,53.96,311.00,27.92,44.50
7001307,25.33,52.65,306.00,27.94,44.43
7031352,25.34,52.51,294.00,27.92,44.32
7061397,25.32,52.26,262.00,27.94,44.28
7091442,25.32,52.12,254.00,27.92,44.21
7121491,25.30,52.30,250.00,27.92,44.10
7151536,25.33,52.33,246.00,27.94,44.10
7181582,25.32,52.10,244.00,27.92,44.07
7211627,25.30,52.20,240.00,27.92,44.01
7241672,25.32,52.23,238.00,27.94,44.02
7271719,25.33,52.30,238.00,27.92,44.09
7301766,25.34,52.43,235.00,27.92,44.10
7331812,25.35,52.36,235.00,27.91,44.16
7361857,25.39,52.65,235.00,27.96,44.17
7391902,25.35,52.18,237.00,27.94,44.08
7421947,25.33,52.37,237.00,27.94,44.08
7451994,25.31,52.43,234.00,27.94,44.07
7482039,25.33,52.48,235.00,27.91,44.20
7512087,25.33,52.70,233.00,27.94,44.13
7542132,25.32,52.39,233.00,27.92,44.15
7572178,25.30,52.17,233.00,27.92,44.09
7602224,25.31,52.58,231.00,27.92,44.09
7632270,25.31,52.28,235.00,27.92,44.15
7662314,25.28,52.48,270.00,27.91,44.14
7692360,25.29,52.12,275.00,27.91,44.07
7722405,25.34,52.33,267.00,27.91,44.11
7752452,25.34,52.66,265.00,27.92,44.17
7782497,25.36,53.45,270.00,27.89,44.33
7812542,25.34,53.51,286.00,27.89,44.33
7842587,25.32,52.54,289.00,27.89,44.23
7872633,25.33,52.42,276.00,27.89,44.24
7902681,25.34,53.22,270.00,27.89,44.63
7932727,25.36,52.79,278.00,27.89,44.40
7962772,25.37,52.57,278.00,27.91,44.40
7992818,25.37,52.72,275.00,27.89,44.43
8022863,25.38,52.36,273.00,27.89,44.47
8052910,25.40,52.18,272.00,27.89,44.23
8082956,25.33,52.18,266.00,27.91,44.22
8113002,25.33,52.21,257.00,27.88,44.13
8143047,25.29,51.93,242.00,27.89,44.08
8173093,25.30,52.15,234.00,27.89,44.00
8203139,25.30,52.13,232.00,27.89,43.99
8233184,25.29,52.20,230.00,27.91,44.03
8263229,25.30,52.12,229.00,27.91,43.99
8293277,25.28,51.97,226.00,27.89,43.98
8323322,25.26,51.82,226.00,27.91,43.85
8353369,25.29,51.91,226.00,27.91,43.86
8383414,25.24,51.85,226.00,27.92,43.81
8413459,25.26,52.21,225.00,27.92,43.80
8443504,25.25,51.82,227.00,27.92,43.74
8473550,25.24,51.80,226.00,27.89,43.70
8503595,25.21,51.94,227.00,27.92,43.72
8533641,25.27,52.19,249.00,27.92,44.55
8563686,25.27,51.81,322.00,27.92,43.81
8593731,25.27,51.81,286.00,27.91,43.74
8623776,25.27,51.62,254.00,27.92,43.69
8653825,25.25,52.58,247.00,27.89,43.79
8683870,25.23,52.05,239.00,27.89,43.85
8713916,25.24,51.93,235.00,27.89,43.79
8743960,25.23,52.13,234.00,27.88,43.86
8774006,25.22,51.78,232.00,27.87,43.78
8804051,25.22,51.74,233.00,27.84,43.67
8834097,25.20,52.09,232.00,27.85,43.76
8864143,25.22,52.05,231.00,27.85,43.80
8894187,25.21,51.97,230.00,27.85,43.82
8924235,25.23,52.02,231.00,27.84,43.88
8954280,25.21,52.22,228.00,27.87,43.90
8984326,25.22,52.08,226.00,27.85,43.98
9014371,25.20,52.39,227.00,27.85,43.99
9044419,25.23,52.55,227.00,27.85,44.06
9074464,25.26,52.26,229.00,27.87,44.02
9104510,25.23,52.00,229.00,27.84,43.82
9134556,25.22,52.07,229.00,27.85,43.76
9164601,25.23,51.66,230.00,27.87,43.67
9194646,25.20,51.62,230.00,27.84,43.56
9224692,25.20,51.62,229.00,27.84,43.53
9254737,25.14,51.68,229.00,27.81,43.53
9284784,25.14,51.66,229.00,27.82,43.51
9314828,25.17,51.65,228.00,27.82,43.56
9344874,25.14,51.67,228.00,27.81,43.56
9374919,25.11,51.82,227.00,27.84,43.59
9404965,25.10,51.89,228.00,27.84,43.59
9435013,25.08,51.81,228.00,27.81,43.55
9465059,25.08,52.01,228.00,27.80,43.55
9495104,25.07,51.81,226.00,27.78,43.50
9525150,25.07,51.79,230.00,27.80,43.47
9555194,25.09,51.71,231.00,27.81,43.50
9585241,25.07,51.68,231.00,27.77,43.50
9615286,25.05,51.77,230.00,27.77,43.52
9645332,25.07,51.74,229.00,27.77,43.47
9675377,25.05,51.88,229.00,27.77,43.54
9705422,25.04,51.92,229.00,27.77,43.66
9735470,25.07,52.23,228.00,27.77,43.54
9765516,25.02,51.94,229.00,27.77,43.64
9795561,25.02,51.83,230.00,27.73,43.59
9825609,25.05,51.75,228.00,27.73,43.50
9855654,25.05,51.73,227.00,27.75,43.55
9885701,25.04,51.73,225.00,27.74,43.51
9915746,25.03,51.72,226.00,27.77,43.54
9945791,25.01,51.75,225.00,27.75,43.52
9975836,25.00,51.81,226.00,27.74,43.51
10005882,24.99,51.77,226.00,27.71,43.51
10035928,24.97,51.76,226.00,27.74,43.54
10065973,24.98,51.89,228.00,27.74,43.45
10096018,24.98,51.85,229.00,27.71,43.48
10126064,24.97,51.84,229.00,27.74,43.50
10156109,24.98,51.86,230.00,27.73,43.47
10186158,24.99,51.89,230.00,27.68,43.51
10216203,24.99,51.84,230.00,27.71,43.52
10246249,24.98,52.02,230.00,27.68,43.51
10276294,24.96,52.02,230.00,27.68,43.55
10306339,24.98,51.96,229.00,27.68,43.55
10336386,24.95,51.86,229.00,27.67,43.64
10366431,24.96,51.93,230.00,27.70,43.60
10396477,24.94,51.96,230.00,27.68,43.63
10426522,24.94,52.00,231.00,27.68,43.61
10456567,24.94,52.04,233.00,27.70,43.60
10486612,24.93,52.18,232.00,27.68,43.61
10516659,24.95,52.03,233.00,27.67,43.68
10546706,24.93,51.99,233.00,27.65,43.63
10576754,24.96,51.96,235.00,27.64,43.58
10606799,24.94,52.06,234.00,27.64,43.59
10636846,24.94,51.99,234.00,27.63,43.62
10666891,24.91,52.00,235.00,27.60,43.61
10696937,24.92,52.02,237.00,27.64,43.63
10726982,24.91,51.95,239.00,27.63,43.63
10757028,24.96,52.00,240.00,27.61,43.68
10787074,24.94,52.01,241.00,27.58,43.63
10817120,24.94,51.94,241.00,27.60,43.68
10847164,24.93,51.99,240.00,27.60,43.69
10877210,24.93,51.97,241.00,27.56,43.67
10907255,24.91,52.02,242.00,27.58,43.74
10937304,24.89,52.04,241.00,27.57,43.77
10967349,24.90,51.99,242.00,27.58,43.74
10997395,24.87,52.09,242.00,27.56,43.71
11027440,24.88,52.20,241.00,27.54,43.74
11057486,24.86,52.14,240.00,27.54,43.84
11087532,24.87,52.22,240.00,27.57,43.78
11117578,24.88,52.14,239.00,27.54,43.83
11147623,24.85,52.20,239.00,27.56,43.88
11177668,24.86,52.22,239.00,27.56,43.90
11207714,24.85,52.22,238.00,27.56,43.84
11237760,24.86,52.21,238.00,27.57,43.81
11267805,24.85,52.10,240.00,27.54,43.84
11297851,24.85,52.18,240.00,27.56,43.80
11327900,24.85,52.08,237.00,27.52,43.82
11357946,24.84,52.26,239.00,27.56,43.83
11387992,24.86,52.21,240.00,27.56,43.83
11418038,24.86,52.19,240.00,27.54,43.80
11448083,24.87,52.12,241.00,27.53,43.85
11478128,24.83,52.18,242.00,27.54,43.86
11508176,24.84,52.11,242.00,27.56,43.84
11538222,24.86,52.16,241.00,27.53,43.84
11568268,24.88,52.13,241.00,27.56,43.82
11598313,24.89,52.26,241.00,27.53,43.88
11628358,24.86,52.20,241.00,27.52,43.88
11658403,24.86,52.20,240.00,27.54,43.89
11688452,24.86,52.26,240.00,27.54,43.94
11718497,24.82,52.23,241.00,27.53,43.91
11748543,24.85,52.22,241.00,27.53,43.86
11778588,24.85,52.17,241.00,27.54,43.87
11808634,24.87,52.17,239.00,27.53,43.88
11838679,24.90,52.09,240.00,27.56,43.79
11868725,24.87,52.14,239.00,27.53,43.81
11898770,24.87,52.29,237.00,27.54,43.84
11928815,24.88,52.48,235.00,27.54,43.91
11958860,24.86,52.19,235.00,27.53,43.91
11988907,24.84,52.19,235.00,27.53,43.90
12018952,24.83,52.15,234.00,27.54,43.89
12048998,24.82,52.18,232.00,27.52,43.86
12079045,24.85,52.12,231.00,27.52,43.86
12109091,24.84,52.12,231.00,27.52,43.81
12139137,24.85,52.23,232.00,27.53,43.89
12169185,24.83,52.17,231.00,27.53,43.92
12199230,24.83,52.13,230.00,27.52,43.89
12229275,24.82,52.13,229.00,27.50,43.87
12259320,24.85,52.14,231.00,27.50,43.86
12289367,24.86,52.01,233.00,27.52,43.85
12319413,24.90,51.94,234.00,27.50,43.82
12349458,24.93,51.87,236.00,27.53,43.81
12379506,24.91,51.82,238.00,27.49,43.80
12409551,24.89,51.83,238.00,27.47,43.74
12439601,24.90,51.83,240.00,27.49,43.80
12469646,24.89,51.89,239.00,27.49,43.76
12499692,24.91,51.89,240.00,27.47,43.78
12529737,24.94,51.81,239.00,27.49,43.73
12559782,24.93,51.75,240.00,27.49,43.83
12589828,24.91,51.79,241.00,27.49,43.78
12619874,24.89,51.84,240.00,27.49,43.75
12649919,24.88,51.83,240.00,27.49,43.77
12679965,24.90,51.83,242.00,27.49,43.76
12710010,24.92,51.81,242.00,27.49,43.72
12740057,24.93,51.69,244.00,27.44,43.74
12770102,24.93,51.65,246.00,27.46,43.74
12800147,24.93,51.63,245.00,27.43,43.70
12830195,24.93,51.70,244.00,27.46,43.74
12860241,24.90,51.68,242.00,27.44,43.67
12890287,24.88,51.74,242.00,27.46,43.70
12920332,24.88,51.63,242.00,27.44,43.70
12950377,24.90,51.66,242.00,27.43,43.70
12980425,24.90,51.64,243.00,27.44,43.67
13010470,24.90,51.52,243.00,27.44,43.67
13040517,24.92,51.61,241.00,27.44,43.64
13070562,24.91,51.49,241.00,27.44,43.62
13100608,24.91,51.61,241.00,27.40,43.66
13130653,24.91,51.73,241.00,27.42,43.64
13160699,24.92,51.65,243.00,27.40,43.64
13190747,24.90,51.55,243.00,27.40,43.62
13220793,24.89,51.61,243.00,27.40,43.63
13250838,24.92,51.51,241.00,27.42,43.64
13280883,24.89,51.53,241.00,27.43,43.60
13310928,24.89,51.42,240.00,27.40,43.60
13340975,24.85,51.42,239.00,27.42,43.59
13371020,24.83,51.52,239.00,27.44,43.61
13401066,24.82,51.54,238.00,27.40,43.49
13431111,24.78,51.53,237.00,27.42,43.55
13461157,24.79,51.62,235.00,27.43,43.55
13491205,24.79,51.61,233.00,27.39,43.51
13521250,24.77,51.57,233.00,27.43,43.49
13551296,24.77,51.55,233.00,27.43,43.48
13581344,24.77,51.56,232.00,27.40,43.45
13611390,24.77,51.50,234.00,27.43,43.45
13641435,24.76,51.49,235.00,27.42,43.38
13671481,24.77,51.51,236.00,27.44,43.41
13701526,24.76,51.48,235.00,27.44,43.40
13731572,24.77,51.41,233.00,27.44,43.39
13761617,24.78,51.46,233.00,27.43,43.35
13791666,24.77,51.42,236.00,27.42,43.33
13821711,24.75,51.45,236.00,27.46,43.35
13851756,24.77,51.39,234.00,27.44,43.30
13881801,24.77,51.38,235.00,27.46,43.26
13911847,24.78,51.46,235.00,27.44,43.27
13941896,24.77,51.34,236.00,27.44,43.26
13971942,24.77,51.39,237.00,27.44,43.22
14001987,24.80,51.35,234.00,27.49,43.28
14032033,24.79,51.37,235.00,27.44,43.23
14062078,24.78,51.31,235.00,27.46,43.27
14092124,24.80,51.31,234.00,27.44,43.21
14122169,24.79,51.29,235.00,27.49,43.20
14152215,24.80,51.23,233.00,27.47,43.13
14182260,24.82,51.12,234.00,27.46,43.14
14212306,24.84,51.09,235.00,27.46,43.05
14242352,24.86,50.94,237.00,27.46,43.01
14272397,24.89,50.87,237.00,27.49,42.96
14302445,24.90,50.73,238.00,27.47,42.96
14332492,24.90,50.71,237.00,27.46,42.87
14362539,24.90,50.63,235.00,27.47,42.86
14392584,24.86,50.67,236.00,27.49,42.87
14422629,24.84,50.78,236.00,27.46,42.88
14452674,24.82,50.84,235.00,27.47,42.88
14482720,24.78,50.88,235.00,27.47,42.88
14512765,24.78,50.94,235.00,27.46,42.92
14542812,24.78,50.97,234.00,27.46,42.92
14572856,24.78,51.02,234.00,27.47,42.99
14602904,24.77,51.04,234.00,27.46,42.96
14632949,24.81,51.08,234.00,27.46,42.94
14662994,24.84,51.00,235.00,27.46,42.96
14693043,24.87,50.98,236.00,27.46,43.00
14723089,24.86,51.05,237.00,27.46,43.04
14753133,24.90,51.00,238.00,27.44,43.02
14783179,24.90,50.94,239.00,27.46,43.08
14813224,24.89,50.94,239.00,27.43,43.02
14843271,24.85,51.06,242.00,27.42,43.08
14873315,24.86,51.08,245.00,27.42,43.12
14903361,24.82,51.13,249.00,27.42,43.10
14933406,24.85,51.10,251.00,27.39,43.08
14963452,24.82,51.19,251.00,27.39,43.20
14993498,24.80,51.15,250.00,27.34,43.17
15023543,24.78,51.20,249.00,27.36,43.22
15053588,24.68,51.26,250.00,27.33,43.19
15083636,24.60,51.67,250.00,27.30,43.25
15113681,24.58,51.66,249.00,27.29,43.32
15143728,24.62,51.64,249.00,27.27,43.38
15173773,24.64,51.56,251.00,27.24,43.34
15203819,24.66,51.47,250.00,27.24,43.37
15233864,24.67,51.39,252.00,27.27,43.42
15263909,24.70,51.41,253.00,27.24,43.43
15293956,24.70,51.35,254.00,27.23,43.40
15324001,24.73,51.28,257.00,27.24,43.53
15354047,24.71,51.23,260.00,27.23,43.42
15384092,24.70,51.29,259.00,27.24,43.38
15414140,24.68,51.25,256.00,27.23,43.36
15444189,24.66,51.34,252.00,27.26,43.34
15474234,24.64,51.33,250.00,27.22,43.32
15504279,24.67,51.33,248.00,27.23,43.31
15534325,24.67,51.21,247.00,27.20,43.28
15564370,24.66,51.50,243.00,27.20,43.29
15594417,24.64,51.25,242.00,27.24,43.32
15624462,24.63,51.31,241.00,27.24,43.34
15654508,24.64,51.32,240.00,27.23,43.21
15684553,24.68,51.13,242.00,27.22,43.27
15714598,24.61,51.05,244.00,27.22,43.17
15744644,24.57,51.20,243.00,27.22,43.17
15774690,24.50,51.37,242.00,27.17,43.19
15804735,24.48,51.54,243.00,27.16,43.25
15834784,24.48,51.39,244.00,27.15,43.25
15864829,24.50,51.23,244.00,27.12,43.17
15894875,24.51,51.28,245.00,27.12,43.17
15924920,24.51,51.20,246.00,27.10,43.22
15954966,24.53,51.14,245.00,27.09,43.23
15985011,24.51,51.14,243.00,27.12,43.19
16015057,24.55,51.12,241.00,27.10,43.15
16045103,24.51,51.08,240.00,27.09,43.18
16075148,24.54,51.06,241.00,27.09,43.18
16105193,24.51,51.05,241.00,27.07,43.14
16135239,24.52,51.07,241.00,27.07,43.12
16165285,24.55,51.08,242.00,27.12,43.09
16195333,24.52,51.05,242.00,27.09,43.15
16225381,24.52,51.01,241.00,27.09,43.11
16255426,24.52,51.08,238.00,27.07,43.10
16285472,24.54,51.02,237.00,27.09,43.09
16315517,24.53,51.03,235.00,27.10,43.08
16345564,24.53,51.00,235.00,27.10,43.11
16375609,24.55,51.04,235.00,27.12,43.06
16405654,24.54,50.95,234.00,27.15,43.04
16435699,24.55,51.00,234.00,27.15,43.01
16465745,24.58,51.08,232.00,27.13,43.02
16495791,24.54,51.05,232.00,27.13,43.05
16525837,24.55,51.05,234.00,27.15,43.04
16555881,24.55,51.08,233.00,27.13,43.04
16585930,24.55,51.19,232.00,27.15,43.05
16615975,24.56,51.17,233.00,27.16,43.08
16646022,24.55,51.14,233.00,27.17,43.08
16676067,24.59,51.22,234.00,27.17,43.10
16706112,24.59,51.19,238.00,27.20,43.11
16736157,24.59,51.31,239.00,27.17,43.10
16766203,24.59,51.14,242.00,27.17,43.10
16796249,24.61,51.17,244.00,27.17,43.10
16826295,24.57,51.15,244.00,27.19,43.03
16856340,24.57,51.17,244.00,27.17,43.07
